번호,제목,첨부,부서명,작성일
1956,[홍콩] 입찰정보(2022-24),,양자경제외교총괄과,2022-06-20
1955,[홍콩] 입찰정보(2022-23),,양자경제외교총괄과,2022-06-14
1954,[코스타리카] 입찰정보(Alajuela 지역 일부 구간 도로 개선 관련 사업),,양자경제외교총괄과,2022-06-14
1953,[코스타리카] 입찰정보(해상풍력 역량강화 컨설팅 사업),,양자경제외교총괄과,2022-06-09
1952,[말레이시아] ] 중전철 3호선(MRT3) 사업 입찰공고,,양자경제외교총괄과,2022-06-07
1951,[홍콩] 입찰정보(2022-22),,양자경제외교총괄과,2022-06-03
1950,[태국] 입찰정보,,양자경제외교총괄과,2022-06-02
1949,[코스타리카] 입찰정보,,양자경제외교총괄과,2022-06-02
1948,[홍콩] 입찰정보(2022-21),,양자경제외교총괄과,2022-05-30
1947,[태국] 입찰정보,,양자경제외교총괄과,2022-05-27
1946,[가나] 입찰정보,,양자경제외교총괄과,2022-05-24
1945,[홍콩] 입찰정보(2022-20),,양자경제외교총괄과,2022-05-23
1944,[홍콩] 입찰정보(2022-19),,양자경제외교총괄과,2022-05-17
1943,[오만] 입찰정보(오만 국가포털 구축 사업),,양자경제외교총괄과,2022-05-13
1942,[니카라과] 입찰정보(전력서비스 표준화 설계 컨설팅),,양자경제외교총괄과,2022-05-06
1941,[태국] 입찰정보(태국 석유탐사 및 생산 관련),,양자경제외교총괄과,2022-05-06
1940,[홍콩] 입찰정보(2022-17),,양자경제외교총괄과,2022-05-04
1939,[수정] [코스타리카] 입찰정보(디지털재정통합시스템(Hacienda Digital) 사업,,양자경제외교총괄과,2022-05-04
1938,[몽골] 입찰정보(450MW급 화력발전소 건설사업),,양자경제외교총괄과,2022-05-04
1937,[캄보디아] 입찰정보,,양자경제외교총괄과,2022-05-03
1936,[니카라과] 입찰정보,,양자경제외교총괄과,2022-04-28
1935,[홍콩] 입찰정보(2022-16),,양자경제외교총괄과,2022-04-25
1934,[스리랑카] 입찰정보,,양자경제외교총괄과,2022-04-22
1933,[홍콩] 입찰정보(2022-15),,양자경제외교총괄과,2022-04-18
1932,[모로코] 입찰정보(해수담수화 사업 입찰),,양자경제외교총괄과,2022-04-18
1931,[코스타리카] 입찰정보(디지털재정통합시스템(Hacienda Digital) 사업,,양자경제외교총괄과,2022-04-14
1930,[폴란드] 입찰정보(고속도로 구간 설계 및 건설),,양자경제외교총괄과,2022-04-11
1929,[홍콩] 입찰정보(2022-14),,양자경제외교총괄과,2022-04-11
1928,[니카라과] 입찰정보,,양자경제외교총괄과,2022-04-05
1927,[코스타리카] 입찰정보 (기후-스마트 온실 개발사업 관련),,양자경제외교총괄과,2022-04-05
1926,[홍콩] 입찰정보(2022-13),,양자경제외교총괄과,2022-04-04
1925,[니카라과] 입찰정보(전력),,양자경제외교총괄과,2022-03-30
1924,[니카라과] 입찰정보(주택건설),,양자경제외교총괄과,2022-03-30
1923,[니카라과] 입찰정보(교육컨설팅),,양자경제외교총괄과,2022-03-30
1922,[홍콩] 입찰정보(2022-12),,양자경제외교총괄과,2022-03-25
1921,[홍콩] 입찰정보(2022-11),,양자경제외교총괄과,2022-03-23
1920,[스리랑카] 입찰정보(의약장비),,양자경제외교총괄과,2022-03-22
1919,[코스타리카] 입찰정보,,양자경제외교총괄과,2022-03-21
1918,[니카라과] 입찰정보(경제 재활성화 및 사회보호를 위한 다분야 프로그램 외부감사),,양자경제외교총괄과,2022-03-17
1917,[니카라과] 입찰정보(다분야 프로그램 사회생산사업 토목공사 기술 및 환경 감리),,양자경제외교총괄과,2022-03-17
1916,[몽골] 입찰정보,,양자경제외교총괄과,2022-03-16
1915,[홍콩] 입찰정보(2022-10),,양자경제외교총괄과,2022-03-16
1914,[홍콩] 입찰정보(2022-09),,양자경제외교총괄과,2022-03-08
1913,[니카라과] 입찰정보,,양자경제외교총괄과,2022-03-03
1912,"[인도] 우타르프라데시주, 화력발전소 시설 관련 국제 입찰",,양자경제외교총괄과,2022-03-03
1911,[홍콩] 입찰정보(2022-08),,양자경제외교총괄과,2022-02-28
1910,[인도] 입찰정보(지역간 송전서비스 사업),,양자경제외교총괄과,2022-02-23
1909,[홍콩] 입찰정보(2022-07),,양자경제외교총괄과,2022-02-21
1908,[몽골] 입찰정보,,양자경제외교총괄과,2022-02-21
1907,[스리랑카] 입찰정보(실론 석유저장 터미널 공사),,양자경제외교총괄과,2022-02-15
1906,[키르기즈] 입찰정보 (보건기관 CT 의료기기 설치 사업),,양자경제외교총괄과,2022-02-14
1905,[홍콩] 입찰정보(2022-06),,양자경제외교총괄과,2022-02-14
1904,[니카라과] 입찰정보(Leon시 하수처리장 건설 사업),,양자경제외교총괄과,2022-02-09
1903,[니카라과] 입찰정보(El Viejo시 하수도 및 하수처리 시스템 개선 및 확장 사업),,양자경제외교총괄과,2022-02-09
1902,[홍콩] 입찰정보(2022-05),,양자경제외교총괄과,2022-02-07
1901,[코스타리카] 입찰정보(병원 신축사업),,양자경제외교총괄과,2022-02-03
1900,[홍콩] 입찰정보(2022-04),,양자경제외교총괄과,2022-02-03
1899,[아제르바이잔] 입찰정보 (1.24-1.30),,양자경제외교총괄과,2022-02-03
1898,[홍콩] 입찰정보(2022-03),,양자경제외교총괄과,2022-01-24
1897,[폴란드] 입찰정보,,양자경제외교총괄과,2022-01-24
1896,[엘살바도르] 입찰정보(4건),,양자경제외교총괄과,2022-01-19
1895,[몽골] 입찰정보,,양자경제외교총괄과,2022-01-18
1894,[홍콩] 입찰정보(2022-02),,양자경제외교총괄과,2022-01-18
1893,[스리랑카] 제약관련 입찰공고,,양자경제외교총괄과,2022-01-13
1892,[인도] 지역간 송전서비스 사업 관련 국제 입찰 공고,,양자경제외교총괄과,2022-01-12
1891,[가봉] 입찰정보,,양자경제외교총괄과,2022-01-11
1890,[스리랑카] 입찰정보,,양자경제외교총괄과,2022-01-10
1889,[홍콩] 입찰정보(2022-1),,양자경제외교총괄과,2022-01-10
1888,[폴란드] 입찰정보(신공항 건설 관련 부지 기초 공사),,양자경제외교총괄과,2022-01-07
1887,[코스타리카] 입찰정보,,양자경제외교총괄과,2022-01-07
1886,[코스타리카] 입찰정보(하수도 개선 및 확장사업),,양자경제외교총괄과,2022-01-06
1885,[코스타리카] 입찰정보(통합관리센터 건설 및 기본설비 구축사업),,양자경제외교총괄과,2022-01-06
1884,[홍콩] 입찰정보(2021-52),,양자경제외교총괄과,2022-01-03
1883,[홍콩] 입찰정보(2021-50),,양자경제외교총괄과,2021-12-20
1882,[가봉] 입찰정보,,양자경제외교총괄과,2021-12-16
1881,[스리랑카] 입찰정보(의약장비),,양자경제외교총괄과,2021-12-15
1880,[홍콩] 입찰정보(2021-49),,양자경제외교총괄과,2021-12-13
1879,[홍콩] 입찰정보(2021-48),,양자경제외교총괄과,2021-12-07
1878,[스리랑카] 정보통신기술국 입찰 정보,,양자경제외교총괄과,2021-12-01
1877,[스리랑카] 실론 석유저장 터미널 공사 입찰 정보,,양자경제외교총괄과,2021-12-01
1876,[홍콩] 입찰정보(2021-47),,양자경제외교총괄과,2021-11-29
1875,[피지] 입찰정보(마셜제도 기증 선박 건조),,양자경제외교총괄과,2021-11-26
1874,[인도] 동부ㆍ북동부 지역 전력시스템 사업 관련 국제 입찰,,양자경제외교총괄과,2021-11-23
1873,[홍콩] 입찰정보(2021-46),,양자경제외교총괄과,2021-11-22
1872,[쿠웨이트] 입찰정보(건강 보험 서비스 제공 사업),,양자경제외교총괄과,2021-11-16
1871,[홍콩] 입찰정보(2021-45),,양자경제외교총괄과,2021-11-16
1870,[인도] 인도 공항국 입찰정보,,양자경제외교총괄과,2021-11-12
1869,[튀니지] 입찰정보(마감일 연장),,양자경제외교총괄과,2021-11-11
1868,"[인도] 우타르프라데시주, 철도 사업 관련 국제 입찰",,양자경제외교총괄과,2021-11-08
1867,[홍콩] 입찰정보(2021-44),,양자경제외교총괄과,2021-11-05
1866,[홍콩] 입찰정보(2021-43),,양자경제외교총괄과,2021-11-01
1865,[스리랑카] 입찰정보,,양자경제외교총괄과,2021-10-26
1864,[홍콩] 입찰정보(2021-42),,양자경제외교총괄과,2021-10-25
1863,[마다가스카르] 입찰정보(파이프라인 사업),,양자경제외교총괄과,2021-10-20
1862,[스리랑카] 스리랑카 실론 석유저장 터미널 공사 입찰 정보,,양자경제외교총괄과,2021-10-19
1861,[홍콩] 입찰정보(2021-41),,양자경제외교총괄과,2021-10-19
1860,[폴란드] 신공항 철도 설계 계약 입찰 정보,,양자경제외교총괄과,2021-10-14
1859,[홍콩] 입찰정보(2021-40),,양자경제외교총괄과,2021-10-12
1858,[스리랑카] 발전소 입찰 공고,,양자경제외교총괄과,2021-10-06
1857,[홍콩] 입찰정보(2021-39),,양자경제외교총괄과,2021-10-06
1856,[인도] 입찰정보(전기버스 조달 및 운영관련),,양자경제외교총괄과,2021-09-30
1855,[코스타리카] 수도권전기여객열차(TRP) 사업 사전 자격평가 입찰정보,,양자경제외교총괄과,2021-09-29
1854,[모리셔스] 입찰정보(2021.9월),,양자경제외교총괄과,2021-09-28
1853,[칠레] 입찰정보(5G 기술 솔루션 센터 구축 관련),,양자경제외교총괄과,2021-09-28
1852,[홍콩] 입찰정보(2021-38),,양자경제외교총괄과,2021-09-28
1851,[우즈베키스탄] 입찰정보(태양광발전소 프로젝트),,양자경제외교총괄과,2021-09-24
1850,[홍콩] 입찰정보(2021-37),,양자경제외교총괄과,2021-09-24
1849,[홍콩] 입찰정보(2021-36),,양자경제외교총괄과,2021-09-14
1848,[니카라과] 입찰정보(Leon시 하수처리장 건설 사업),,양자경제외교총괄과,2021-09-10
1847,[스리랑카] 항만해운부 입찰정보,,양자경제외교총괄과,2021-09-10
1846,[인도] 마하주 와달라 지역 트럭 터미널 연간 유지 보수 입찰정보,,양자경제외교총괄과,2021-09-08
1845,[코트디부아르] 입찰 정보(도로공사 환경사회영향평가 컨설턴트 모집),,양자경제외교총괄과,2021-09-07
1844,[홍콩] 입찰정보(2021-35),,양자경제외교총괄과,2021-09-06
1843,[모리셔스] 입찰정보(2021.8월),,양자경제외교총괄과,2021-09-03
1842,[홍콩] 입찰정보(2021-34),,양자경제외교총괄과,2021-08-30
1841,[과테말라] CABEI 지원 과테말라 법률구조공단 설계 및 경창서 건축 입찰,,양자경제외교총괄과,2021-08-19
1840,[홍콩] 입찰정보(2021-32),,양자경제외교총괄과,2021-08-19
1839,[스리랑카] 고속도로부 입찰정보,,양자경제외교총괄과,2021-08-10
1838,[스리랑카] 의약장비 입찰정보,,양자경제외교총괄과,2021-08-10
1837,[스리랑카] 석유저장 터미널 공사 입찰정보,,양자경제외교총괄과,2021-08-10
1836,[대만] 대만 공공건설 입찰 정보(비대면 공개입찰 홈페이지 개설),,양자경제외교총괄과,2021-08-10
1835,[모로코] 입찰정보(고속도로 건설사업 입찰),,양자경제외교총괄과,2021-08-09
1834,[홍콩] 입찰정보(2021-31),,양자경제외교총괄과,2021-08-09
1833,[가봉] 입찰공고,,양자경제외교총괄과,2021-08-06
1832,[스리랑카] 입찰정보,,양자경제외교총괄과,2021-08-02
1831,[홍콩] 입찰정보(2021-29),,양자경제외교총괄과,2021-07-27
1830,[홍콩] 입찰정보(2021-28),,양자경제외교총괄과,2021-07-20
1829,[니카라과] 입찰정보(사회복지주택 건설사업 기술감리),,양자경제외교총괄과,2021-07-19
1828,[코스타리카] 입찰정보,,양자경제외교총괄과,2021-07-19
1827,[과테말라] 입찰정보,,양자경제외교총괄과,2021-07-19
1826,[니카라과] 입찰정보( Jinotepe시 상수도 개선 및 확장사업),,양자경제외교총괄과,2021-07-13
1825,[홍콩] 입찰정보(2021-27),,양자경제외교총괄과,2021-07-13
1824,[인도] 델리 상수도 시스템 개선 프로젝트 관련 입찰정보,,양자경제외교총괄과,2021-07-13
1823,[스리랑카] 국영제약사 입찰정보(22건),,양자경제외교총괄과,2021-07-09
1822,[몽골] 입찰정보,,양자경제외교총괄과,2021-07-05
1821,[가나] 입찰정보(태양광 발전 시스템 공급·설치 및 공공시설 전력화 사업),,양자경제외교총괄과,2021-07-05
1820,[홍콩] 입찰정보(2021-26),,양자경제외교총괄과,2021-07-02
1819,[스리랑카] 의약부 입찰정보,,양자경제외교총괄과,2021-07-02
1818,[모리셔스] 전력공사 국제입찰 정보,,양자경제외교총괄과,2021-07-01
1817,[홍콩] 입찰정보,,양자경제외교총괄과,2021-06-29
1816,[니카라과] 입찰정보(하수도 및 하수처리시스템 개선 및 확장 사업),,양자경제외교총괄과,2021-06-22
1815,[홍콩] 입찰정보(2021-24),,양자경제외교총괄과,2021-06-21
1814,[가봉] 입찰정보,,양자경제외교총괄과,2021-06-18
1813,[홍콩] 입찰정보(2021-23),,양자경제외교총괄과,2021-06-14
1812,[가봉] 입찰정보,,양자경제외교총괄과,2021-06-08
1811,[홍콩] 입찰정보(2021-22),,양자경제외교총괄과,2021-06-07
1810,[홍콩] 입찰정보(2021-21),,양자경제외교총괄과,2021-06-01
1809,[코스타리카] 입찰정보,,양자경제외교총괄과,2021-05-24
1808,[포르투갈] 입찰정보(철도 현대화 사업 관련),,양자경제외교총괄과,2021-05-24
1807,[홍콩] 입찰정보(2021-20),,양자경제외교총괄과,2021-05-24
1806,[모로코] 고속도로공사(ADM) 입찰정보,,양자경제외교총괄과,2021-05-21
1805,[홍콩] 입찰정보(2021-19),,양자경제외교총괄과,2021-05-14
1804,[코스타리카] 입찰정보(국영석유공사),,양자경제외교총괄과,2021-05-11
1803,[코스타리카] 입찰정보(중앙은행),,양자경제외교총괄과,2021-05-11
1802,[볼리비아] 입찰정보,,양자경제외교총괄과,2021-05-10
1801,[니카라과] 입찰정보(병원 설계),,양자경제외교총괄과,2021-05-06
1800,[스리랑카] 입찰정보,,양자경제외교총괄과,2021-05-03
1799,[홍콩] 입찰정보(2021-17),,양자경제외교총괄과,2021-05-03
1798,[니카라과] 항만시설 개설사업 입찰정보 (CABEI 출자),,양자경제외교총괄과,2021-04-30
1797,[인도] 의료용 산소(Liquid Medical Oxygen) 및 렘데시비르 (Remdesivir) 조달,,양자경제외교총괄과,2021-04-29
1796,[모로코] 입찰정보 (FSRU 운용 및 건설 프로젝트 입찰의향서 제출 공고),,양자경제외교총괄과,2021-04-29
1795,[니카라과] 입찰정보(상하수도시설 개선사업 입찰정보(CABEI 출자 2개 사업),,양자경제외교총괄과,2021-04-27
1794,[재공고] 인도 뭄바이 항만 정박지(Marina) 사업 입찰 기한 연장 안내,,양자경제외교총괄과,2021-04-23
1793,[피지] 입찰정보,,양자경제외교총괄과,2021-04-22
1792,[루마니아] 입찰정보(전력공사의 수력발전소 설비 개선 관련),,양자경제외교총괄과,2021-04-22
1791,[페루] 입찰정보(Callao 외항사업: 시공 및 감리),,양자경제외교총괄과,2021-04-22
1790,[홍콩] 입찰정보(2021-15),,양자경제외교총괄과,2021-04-19
1789,[나이지리아] 입찰정보,,양자경제외교총괄과,2021-04-15
1788,[홍콩] 입찰정보(2021-14),,양자경제외교총괄과,2021-04-12
1787,[니카라과] 입찰정보 (상수도시스템 개선확장 조사 및 설계),,양자경제외교총괄과,2021-04-06
1786,[홍콩] 입찰정보(2021-13),,양자경제외교총괄과,2021-04-02
1785,[홍콩] 입찰정보(2021-12),,양자경제외교총괄과,2021-03-30
1784,[모로코] 입찰의향서 제출 공고(양식어업 개발사업),,양자경제외교총괄과,2021-03-24
1783,[홍콩] 입찰정보(2021-11),,양자경제외교총괄과,2021-03-22
1782,[도미니카] 입찰정보,,양자경제외교총괄과,2021-03-22
1781,[인도] 마하주 뭄바이 가도교 건설사업 입찰 공고,,양자경제외교총괄과,2021-03-18
1780,[엘살바도르] 입찰정보,,양자경제외교총괄과,2021-03-17
1779,[홍콩] 입찰정보(2021-10),,양자경제외교총괄과,2021-03-15
1778,[인도] 마하주 뭄바이지역 보행현수교 건설 관련 입찰 공고,,양자경제외교총괄과,2021-03-04
1777,[홍콩] 입찰정보(2021-8),,양자경제외교총괄과,2021-03-02
1776,[스리랑카] 입찰정보(LNG 사업관련),,양자경제외교총괄과,2021-02-22
1775,[홍콩] 입찰정보(2021-7),,양자경제외교총괄과,2021-02-19
1774,[홍콩] 입찰정보(2021-6),,양자경제외교총괄과,2021-02-15
1773,[코스타리카] 입찰정보(법무부 전자감시 메커니즘 통합솔루션 운용리스 사업),,양자경제외교총괄과,2021-02-10
1772,[인도] 입찰정보(고가도로 건설 사업),,양자경제외교총괄과,2021-02-09
1771,[홍콩] 입찰정보(2021-5),,양자경제외교총괄과,2021-02-08
1770,[니카라과] 입찰정보(Ciudad de Dario 하수도시설 개선확장사업),,양자경제외교총괄과,2021-02-02
1769,[인도] 입찰정보(건설사업 관련),,양자경제외교총괄과,2021-02-02
1768,[호주] 빅토리아(VIC)주 건설입찰정보,,양자경제외교총괄과,2021-02-01
1767,[홍콩] 입찰정보(2021-3),,양자경제외교총괄과,2021-01-25
1766,[몽골] 입찰정보,,양자경제외교총괄과,2021-01-25
1765,[홍콩] 입찰정보(2021-2),,양자경제외교총괄과,2021-01-19
1764,[니카라과] 입찰정보(Las Folres-Catarina-Guanacaste 교차로 확장사업),,양자경제외교총괄과,2021-01-18
1763,[니카라과] 입찰정보(Las Folres-Catarina-Guanacaste 교차로 확장사업 감리),,양자경제외교총괄과,2021-01-18
